name,nationality,position,division,opponent,match_date,phase,sets_won,sets_played,points_scored,attack_kills,attack_faults,attack_shots,block_kills,block_faults,block_rebounds,serve_aces,serve_errors,serve_attempts,rec_excellents,rec_faults,rec_attempts,dig_excellents,dig_faults,dig_attempts,set_excellents,set_faults,set_stills
Dahyeon LEE,Korea,Middle Blocker,Women,Dominican Republic,2022-06-15,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeongah PARK,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,3,3,1,17,0,1,0,0,1,5,3,1,8,1,1,1,0,0,1
Minkyoung HWANG,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,3,3,0,2,0,0,0,0,1,4,4,0,2,1,0,0,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heejin KIM,Korea,Opposite Spiker,Women,Dominican Republic,2022-06-15,Pool,0,3,8,8,8,16,0,1,2,0,5,4,0,0,0,3,0,0,0,0,0
Hye Seon YEUM,Korea,Setter,Women,Canada,2022-06-05,Pool,0,3,1,1,0,0,0,0,0,0,0,6,0,0,0,4,2,0,2,0,55
Dahye HAN,Korea,Libero,Women,Canada,2022-06-05,Pool,0,3,0,0,0,0,0,0,0,0,0,0,9,1,0,13,2,0,0,0,1
Ran NOH,Korea,Libero,Women,Canada,2022-06-05,Pool,0,3,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,0,0,0,1
Seonwoo LEE,Korea,Outside Hitter,Women,Canada,2022-06-05,Pool,0,3,7,7,5,6,0,2,0,0,2,2,0,0,0,3,0,0,0,0,0
Sohwi KANG,Korea,Outside Hitter,Women,Canada,2022-06-05,Pool,0,3,7,6,4,9,0,3,3,1,1,5,7,0,7,6,0,0,0,0,3
Hoyoung JUNG,Korea,Middle Blocker,Women,Canada,2022-06-05,Pool,0,3,0,0,1,3,0,5,2,0,0,8,0,1,0,4,0,1,0,1,2
Juah LEE,Korea,Middle Blocker,Women,Canada,2022-06-05,Pool,0,3,0,0,0,2,0,1,2,0,0,7,0,0,0,1,0,0,0,0,1
Yerim GO,Korea,Outside Hitter,Women,Canada,2022-06-05,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Canada,2022-06-05,Pool,0,3,3,1,2,1,0,0,1,2,0,2,0,0,1,0,0,0,0,0,1
Jeongah PARK,Korea,Outside Hitter,Women,Canada,2022-06-05,Pool,0,3,5,4,3,12,1,1,0,0,1,5,7,2,13,2,2,0,0,0,0
Minkyoung HWANG,Korea,Outside Hitter,Women,Canada,2022-06-05,Pool,0,3,3,2,0,1,0,0,0,1,0,2,4,0,3,3,0,1,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,Canada,2022-06-05,Pool,0,3,2,2,4,6,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
Haejin PARK,Korea,Setter,Women,Canada,2022-06-05,Pool,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,21
Heejin KIM,Korea,Opposite Spiker,Women,Canada,2022-06-05,Pool,0,3,5,4,2,5,1,1,1,0,1,4,0,0,0,5,1,1,0,0,0
Hye Seon YEUM,Korea,Setter,Women,Poland,2022-06-04,Pool,0,3,0,0,0,0,0,0,0,0,2,3,0,1,0,10,2,0,7,1,48
Dahye HAN,Korea,Libero,Women,Poland,2022-06-04,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ran NOH,Korea,Libero,Women,Poland,2022-06-04,Pool,0,3,0,0,0,0,0,0,0,0,0,0,12,0,3,14,3,2,0,0,12
Seonwoo LEE,Korea,Outside Hitter,Women,Poland,2022-06-04,Pool,0,3,4,4,7,6,0,0,1,0,1,2,2,1,3,2,0,0,0,0,0
Sohwi KANG,Korea,Outside Hitter,Women,Poland,2022-06-04,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoyoung JUNG,Korea,Middle Blocker,Women,Poland,2022-06-04,Pool,0,3,3,2,0,4,1,2,2,0,1,9,0,0,0,0,0,0,0,0,1
Juah LEE,Korea,Middle Blocker,Women,Poland,2022-06-04,Pool,0,3,7,4,3,2,3,0,1,0,1,5,0,0,1,0,0,0,0,0,0
Yerim GO,Korea,Outside Hitter,Women,Poland,2022-06-04,Pool,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Poland,2022-06-04,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeongah PARK,Korea,Outside Hitter,Women,Poland,2022-06-04,Pool,0,3,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0
Minkyoung HWANG,Korea,Outside Hitter,Women,Poland,2022-06-04,Pool,0,3,2,2,3,5,0,1,1,0,0,5,13,2,5,1,0,0,0,0,4
Hanbi LEE,Korea,Outside Hitter,Women,Poland,2022-06-04,Pool,0,3,5,4,7,6,1,0,0,0,1,7,9,0,7,6,2,0,0,0,0
Haejin PARK,Korea,Setter,Women,Poland,2022-06-04,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
Heejin KIM,Korea,Opposite Spiker,Women,Poland,2022-06-04,Pool,0,3,10,9,4,17,0,2,0,1,2,5,0,0,1,5,0,1,0,0,0
Hye Seon YEUM,Korea,Setter,Women,Germany,2022-06-03,Pool,0,3,1,0,0,0,0,0,0,1,1,10,1,0,0,6,0,0,12,1,58
Dahye HAN,Korea,Libero,Women,Germany,2022-06-03,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ran NOH,Korea,Libero,Women,Germany,2022-06-03,Pool,0,3,0,0,0,0,0,0,0,0,0,0,6,0,7,10,2,0,0,0,4
Seonwoo LEE,Korea,Outside Hitter,Women,Germany,2022-06-03,Pool,0,3,12,7,6,13,0,2,5,5,3,4,0,0,0,0,2,0,0,0,0
Sohwi KANG,Korea,Outside Hitter,Women,Germany,2022-06-03,Pool,0,3,13,12,2,14,0,3,5,1,1,8,5,2,4,4,0,0,0,0,3
Hoyoung JUNG,Korea,Middle Blocker,Women,Germany,2022-06-03,Pool,0,3,6,6,1,5,0,3,5,0,0,4,0,0,0,2,1,0,0,0,1
Juah LEE,Korea,Middle Blocker,Women,Germany,2022-06-03,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yerim GO,Korea,Outside Hitter,Women,Germany,2022-06-03,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Germany,2022-06-03,Pool,0,3,4,2,1,6,2,1,0,0,1,5,1,0,1,4,0,0,0,0,1
Jeongah PARK,Korea,Outside Hitter,Women,Germany,2022-06-03,Pool,0,3,5,5,5,8,0,2,2,0,1,6,20,1,8,11,2,0,0,0,2
Minkyoung HWANG,Korea,Outside Hitter,Women,Germany,2022-06-03,Pool,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,Germany,2022-06-03,Pool,0,3,1,1,0,1,0,1,0,0,0,1,6,1,4,1,0,0,0,0,0
Haejin PARK,Korea,Setter,Women,Germany,2022-06-03,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14
Heejin KIM,Korea,Opposite Spiker,Women,Germany,2022-06-03,Pool,0,3,1,1,0,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
Hye Seon YEUM,Korea,Setter,Women,Japan,2022-06-02,Pool,0,3,0,0,0,2,0,0,2,0,1,8,0,0,0,6,5,0,18,1,62
Dahye HAN,Korea,Libero,Women,Japan,2022-06-02,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ran NOH,Korea,Libero,Women,Japan,2022-06-02,Pool,0,3,0,0,0,0,0,0,0,0,0,0,7,0,4,17,5,1,0,0,7
Seonwoo LEE,Korea,Outside Hitter,Women,Japan,2022-06-02,Pool,0,3,4,2,4,8,0,1,1,2,1,2,0,0,0,2,0,0,0,0,0
Sohwi KANG,Korea,Outside Hitter,Women,Japan,2022-06-02,Pool,0,3,11,9,3,13,2,0,0,0,1,6,18,0,9,7,3,0,0,0,3
Hoyoung JUNG,Korea,Middle Blocker,Women,Japan,2022-06-02,Pool,0,3,4,2,1,8,2,1,4,0,0,5,0,0,0,3,0,0,0,0,1
Juah LEE,Korea,Middle Blocker,Women,Japan,2022-06-02,Pool,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Yerim GO,Korea,Outside Hitter,Women,Japan,2022-06-02,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Japan,2022-06-02,Pool,0,3,5,4,0,6,1,2,3,0,0,4,0,0,0,0,0,1,0,0,2
Jeongah PARK,Korea,Outside Hitter,Women,Japan,2022-06-02,Pool,0,3,7,6,2,15,1,0,0,0,3,5,14,2,12,6,4,0,0,0,2
Minkyoung HWANG,Korea,Outside Hitter,Women,Japan,2022-06-02,Pool,0,3,1,0,0,5,1,0,2,0,0,2,1,0,2,3,0,0,0,0,1
Hanbi LEE,Korea,Outside Hitter,Women,Japan,2022-06-02,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haejin PARK,Korea,Setter,Women,Japan,2022-06-02,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Heejin KIM,Korea,Opposite Spiker,Women,Japan,2022-06-02,Pool,0,3,4,3,5,9,1,2,1,0,1,3,0,0,0,2,1,0,0,0,1
Fleur SAVELKOEL,Netherlands,Outside Hitter,Women,Canada,2022-07-03,Pool,3,4,18,14,5,18,1,3,0,3,2,15,12,0,9,8,3,0,0,0,5
Celeste PLAK,Netherlands,Opposite Spiker,Women,Canada,2022-07-03,Pool,3,4,19,16,7,19,2,2,1,1,0,9,0,0,0,13,1,0,0,0,3
Jolien KNOLLEMA,Netherlands,Outside Hitter,Women,Canada,2022-07-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juliet LOHUIS,Netherlands,Middle Blocker,Women,Canada,2022-07-03,Pool,3,4,6,4,2,10,1,5,3,1,2,8,0,0,0,2,0,0,0,0,2
Demi KOREVAAR,Netherlands,Middle Blocker,Women,Canada,2022-07-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrthe SCHOOT,Netherlands,Libero,Women,Canada,2022-07-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,11,0,6,22,2,1,0,1,13
Anne BUIJS,Netherlands,Outside Hitter,Women,Canada,2022-07-03,Pool,3,4,14,12,5,21,1,2,1,1,0,18,21,2,20,18,4,1,0,0,6
Britt BONGAERTS,Netherlands,Setter,Women,Canada,2022-07-03,Pool,3,4,2,1,0,2,0,1,1,1,0,17,0,0,0,11,4,0,3,1,134
Laura DIJKEMA,Netherlands,Setter,Women,Canada,2022-07-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indy BAIJENS,Netherlands,Middle Blocker,Women,Canada,2022-07-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrit JASPER,Netherlands,Outside Hitter,Women,Canada,2022-07-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,1
Eline TIMMERMAN,Netherlands,Middle Blocker,Women,Canada,2022-07-03,Pool,3,4,11,5,1,6,6,6,1,0,1,17,0,0,0,3,2,0,0,0,2
Florien REESINK,Netherlands,Libero,Women,Canada,2022-07-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elles DAMBRINK,Netherlands,Opposite Spiker,Women,Canada,2022-07-03,Pool,3,4,2,2,1,4,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0
Fleur SAVELKOEL,Netherlands,Outside Hitter,Women,Belgium,2022-07-01,Pool,3,4,18,15,4,20,3,2,0,0,0,15,13,1,19,15,0,0,0,0,4
Celeste PLAK,Netherlands,Opposite Spiker,Women,Belgium,2022-07-01,Pool,3,4,2,2,3,5,0,2,0,0,1,3,0,0,1,2,0,0,0,0,1
Jolien KNOLLEMA,Netherlands,Outside Hitter,Women,Belgium,2022-07-01,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juliet LOHUIS,Netherlands,Middle Blocker,Women,Belgium,2022-07-01,Pool,3,4,19,14,1,5,2,3,3,3,0,13,0,0,0,4,0,0,0,0,2
Demi KOREVAAR,Netherlands,Middle Blocker,Women,Belgium,2022-07-01,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrthe SCHOOT,Netherlands,Libero,Women,Belgium,2022-07-01,Pool,3,4,0,0,0,0,0,0,0,0,0,0,8,0,9,23,3,0,0,1,8
Anne BUIJS,Netherlands,Outside Hitter,Women,Belgium,2022-07-01,Pool,3,4,11,11,4,23,0,3,4,0,0,14,13,0,9,11,1,0,0,0,3
Britt BONGAERTS,Netherlands,Setter,Women,Belgium,2022-07-01,Pool,3,4,2,2,0,2,0,5,1,0,0,16,0,0,0,15,0,0,8,1,119
Laura DIJKEMA,Netherlands,Setter,Women,Belgium,2022-07-01,Pool,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3
Indy BAIJENS,Netherlands,Middle Blocker,Women,Belgium,2022-07-01,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrit JASPER,Netherlands,Outside Hitter,Women,Belgium,2022-07-01,Pool,3,4,4,2,2,4,2,0,0,0,1,1,5,0,1,1,2,0,0,0,0
Eline TIMMERMAN,Netherlands,Middle Blocker,Women,Belgium,2022-07-01,Pool,3,4,10,5,2,6,4,7,8,1,2,15,0,0,0,5,1,0,0,0,2
Florien REESINK,Netherlands,Libero,Women,Belgium,2022-07-01,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elles DAMBRINK,Netherlands,Opposite Spiker,Women,Belgium,2022-07-01,Pool,3,4,12,8,3,9,3,2,2,1,2,5,0,0,0,7,1,0,0,0,5
Fleur SAVELKOEL,Netherlands,Outside Hitter,Women,Türkiye,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celeste PLAK,Netherlands,Opposite Spiker,Women,Türkiye,2022-06-30,Pool,0,3,10,7,3,13,3,2,1,0,1,7,0,0,0,1,1,1,0,0,1
Jolien KNOLLEMA,Netherlands,Outside Hitter,Women,Türkiye,2022-06-30,Pool,0,3,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
Juliet LOHUIS,Netherlands,Middle Blocker,Women,Türkiye,2022-06-30,Pool,0,3,5,5,0,2,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0
Demi KOREVAAR,Netherlands,Middle Blocker,Women,Türkiye,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrthe SCHOOT,Netherlands,Libero,Women,Türkiye,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,9,1,4,8,3,0,0,0,10
Anne BUIJS,Netherlands,Outside Hitter,Women,Türkiye,2022-06-30,Pool,0,3,7,7,2,16,0,0,0,0,1,10,14,3,22,4,1,0,0,0,0
Britt BONGAERTS,Netherlands,Setter,Women,Türkiye,2022-06-30,Pool,0,3,0,0,0,1,0,0,0,0,1,8,0,0,0,2,1,0,4,0,77
Laura DIJKEMA,Netherlands,Setter,Women,Türkiye,2022-06-30,Pool,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,12
Indy BAIJENS,Netherlands,Middle Blocker,Women,Türkiye,2022-06-30,Pool,0,3,3,2,2,4,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0
Marrit JASPER,Netherlands,Outside Hitter,Women,Türkiye,2022-06-30,Pool,0,3,6,5,3,13,1,4,0,0,0,10,5,0,5,2,1,0,0,0,0
Eline TIMMERMAN,Netherlands,Middle Blocker,Women,Türkiye,2022-06-30,Pool,0,3,8,5,1,4,3,5,1,0,1,6,1,0,1,2,0,0,0,1,0
Florien REESINK,Netherlands,Libero,Women,Türkiye,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elles DAMBRINK,Netherlands,Opposite Spiker,Women,Türkiye,2022-06-30,Pool,0,3,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Fleur SAVELKOEL,Netherlands,Outside Hitter,Women,Japan,2022-06-29,Pool,3,5,20,17,3,20,3,2,1,0,2,21,6,1,9,8,3,0,0,0,2
Celeste PLAK,Netherlands,Opposite Spiker,Women,Japan,2022-06-29,Pool,3,5,16,16,4,19,0,0,1,0,0,17,2,0,0,9,1,1,0,0,1
Jolien KNOLLEMA,Netherlands,Outside Hitter,Women,Japan,2022-06-29,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juliet LOHUIS,Netherlands,Middle Blocker,Women,Japan,2022-06-29,Pool,3,5,16,9,0,7,4,4,4,3,2,13,1,0,0,1,0,0,0,0,2
Demi KOREVAAR,Netherlands,Middle Blocker,Women,Japan,2022-06-29,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrthe SCHOOT,Netherlands,Libero,Women,Japan,2022-06-29,Pool,3,5,0,0,0,0,0,0,0,0,0,0,10,1,6,18,3,0,0,0,6
Anne BUIJS,Netherlands,Outside Hitter,Women,Japan,2022-06-29,Pool,3,5,22,19,4,21,3,2,3,0,1,16,33,2,18,10,3,0,0,0,1
Britt BONGAERTS,Netherlands,Setter,Women,Japan,2022-06-29,Pool,3,5,3,2,0,1,1,3,0,0,1,9,0,0,0,1,1,0,24,0,114
Laura DIJKEMA,Netherlands,Setter,Women,Japan,2022-06-29,Pool,3,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,12
Indy BAIJENS,Netherlands,Middle Blocker,Women,Japan,2022-06-29,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrit JASPER,Netherlands,Outside Hitter,Women,Japan,2022-06-29,Pool,3,5,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0
Eline TIMMERMAN,Netherlands,Middle Blocker,Women,Japan,2022-06-29,Pool,3,5,16,12,1,7,3,4,1,1,2,17,1,1,1,1,1,0,0,0,1
Florien REESINK,Netherlands,Libero,Women,Japan,2022-06-29,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elles DAMBRINK,Netherlands,Opposite Spiker,Women,Japan,2022-06-29,Pool,3,5,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Fleur SAVELKOEL,Netherlands,Outside Hitter,Women,Korea,2022-06-19,Pool,3,3,5,4,1,5,1,0,1,0,3,7,2,1,8,7,1,1,0,0,1
Celeste PLAK,Netherlands,Opposite Spiker,Women,Korea,2022-06-19,Pool,3,3,15,14,2,7,1,2,3,0,0,12,0,0,2,5,2,0,0,0,0
Jolien KNOLLEMA,Netherlands,Outside Hitter,Women,Korea,2022-06-19,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juliet LOHUIS,Netherlands,Middle Blocker,Women,Korea,2022-06-19,Pool,3,3,10,7,1,5,2,1,1,1,0,12,0,0,0,6,0,0,0,0,1
Myrthe SCHOOT,Netherlands,Libero,Women,Korea,2022-06-19,Pool,3,3,0,0,0,0,0,0,0,0,0,0,9,1,8,10,3,0,0,0,2
Anne BUIJS,Netherlands,Outside Hitter,Women,Korea,2022-06-19,Pool,3,3,15,15,1,10,0,1,3,0,0,12,4,0,2,7,2,0,0,0,1
Britt BONGAERTS,Netherlands,Setter,Women,Korea,2022-06-19,Pool,3,3,1,0,0,0,0,1,3,1,2,11,0,1,0,5,0,1,23,1,53
Laura DIJKEMA,Netherlands,Setter,Women,Korea,2022-06-19,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indy BAIJENS,Netherlands,Middle Blocker,Women,Korea,2022-06-19,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrit JASPER,Netherlands,Outside Hitter,Women,Korea,2022-06-19,Pool,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nika DAALDEROP,Netherlands,Outside Hitter,Women,Korea,2022-06-19,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eline TIMMERMAN,Netherlands,Middle Blocker,Women,Korea,2022-06-19,Pool,3,3,9,7,0,3,2,6,3,0,2,9,2,0,0,1,0,0,0,0,2
Florien REESINK,Netherlands,Libero,Women,Korea,2022-06-19,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elles DAMBRINK,Netherlands,Opposite Spiker,Women,Korea,2022-06-19,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fleur SAVELKOEL,Netherlands,Outside Hitter,Women,Dominican Republic,2022-06-18,Pool,2,5,13,12,5,13,1,0,0,0,1,5,10,0,11,3,2,1,0,0,2
Celeste PLAK,Netherlands,Opposite Spiker,Women,Dominican Republic,2022-06-18,Pool,2,5,10,10,2,8,0,1,0,0,0,3,0,0,0,3,1,1,0,0,0
Jolien KNOLLEMA,Netherlands,Outside Hitter,Women,Dominican Republic,2022-06-18,Pool,2,5,6,6,3,8,0,3,1,0,0,6,1,0,8,3,0,0,0,0,0
Juliet LOHUIS,Netherlands,Middle Blocker,Women,Dominican Republic,2022-06-18,Pool,2,5,5,5,0,10,0,5,2,0,1,18,1,0,0,6,0,0,0,0,1
Myrthe SCHOOT,Netherlands,Libero,Women,Dominican Republic,2022-06-18,Pool,2,5,0,0,0,0,0,0,0,0,0,0,13,2,10,11,3,2,0,0,7
Anne BUIJS,Netherlands,Outside Hitter,Women,Dominican Republic,2022-06-18,Pool,2,5,19,19,5,23,0,2,3,0,1,13,17,0,13,8,0,2,0,0,0
Britt BONGAERTS,Netherlands,Setter,Women,Dominican Republic,2022-06-18,Pool,2,5,1,1,2,2,0,2,3,0,1,14,0,0,0,8,3,2,44,1,100
Laura DIJKEMA,Netherlands,Setter,Women,Dominican Republic,2022-06-18,Pool,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,9
Indy BAIJENS,Netherlands,Middle Blocker,Women,Dominican Republic,2022-06-18,Pool,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrit JASPER,Netherlands,Outside Hitter,Women,Dominican Republic,2022-06-18,Pool,2,5,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0
Nika DAALDEROP,Netherlands,Outside Hitter,Women,Dominican Republic,2022-06-18,Pool,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eline TIMMERMAN,Netherlands,Middle Blocker,Women,Dominican Republic,2022-06-18,Pool,2,5,12,6,1,9,5,5,6,1,0,18,3,0,0,8,1,1,0,0,1
Florien REESINK,Netherlands,Libero,Women,Dominican Republic,2022-06-18,Pool,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elles DAMBRINK,Netherlands,Opposite Spiker,Women,Dominican Republic,2022-06-18,Pool,2,5,9,8,2,19,0,3,3,1,5,9,0,0,1,6,3,2,0,0,1
Fleur SAVELKOEL,Netherlands,Outside Hitter,Women,Brazil,2022-06-17,Pool,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Celeste PLAK,Netherlands,Opposite Spiker,Women,Brazil,2022-06-17,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jolien KNOLLEMA,Netherlands,Outside Hitter,Women,Brazil,2022-06-17,Pool,0,3,12,9,3,12,2,0,0,1,0,3,7,1,9,4,0,1,0,0,0
Juliet LOHUIS,Netherlands,Middle Blocker,Women,Brazil,2022-06-17,Pool,0,3,6,3,1,4,3,5,3,0,2,4,0,0,0,0,0,0,0,0,0
Myrthe SCHOOT,Netherlands,Libero,Women,Brazil,2022-06-17,Pool,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,8,2,2,0,0,9
Anne BUIJS,Netherlands,Outside Hitter,Women,Brazil,2022-06-17,Pool,0,3,7,7,5,23,0,1,1,0,1,6,15,1,17,1,7,2,0,0,0
Britt BONGAERTS,Netherlands,Setter,Women,Brazil,2022-06-17,Pool,0,3,2,1,1,0,0,1,1,1,0,7,0,0,0,1,2,1,11,1,37
Laura DIJKEMA,Netherlands,Setter,Women,Brazil,2022-06-17,Pool,0,3,0,0,0,0,0,0,0,0,1,6,0,0,0,2,2,1,14,1,30
Indy BAIJENS,Netherlands,Middle Blocker,Women,Brazil,2022-06-17,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrit JASPER,Netherlands,Outside Hitter,Women,Brazil,2022-06-17,Pool,0,3,0,0,0,0,0,0,0,0,0,6,2,0,4,4,0,0,0,0,0
Nika DAALDEROP,Netherlands,Outside Hitter,Women,Brazil,2022-06-17,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eline TIMMERMAN,Netherlands,Middle Blocker,Women,Brazil,2022-06-17,Pool,0,3,7,5,1,3,1,3,1,1,2,8,0,0,0,1,0,0,0,0,1
Florien REESINK,Netherlands,Libero,Women,Brazil,2022-06-17,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1
Elles DAMBRINK,Netherlands,Opposite Spiker,Women,Brazil,2022-06-17,Pool,0,3,2,1,9,9,1,3,0,0,2,5,0,0,1,4,0,0,0,0,0
Fleur SAVELKOEL,Netherlands,Outside Hitter,Women,Germany,2022-06-14,Pool,1,4,13,8,0,8,3,0,2,2,2,5,1,1,9,4,0,0,0,0,0
Celeste PLAK,Netherlands,Opposite Spiker,Women,Germany,2022-06-14,Pool,1,4,0,0,2,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
Jolien KNOLLEMA,Netherlands,Outside Hitter,Women,Germany,2022-06-14,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juliet LOHUIS,Netherlands,Middle Blocker,Women,Germany,2022-06-14,Pool,1,4,8,3,1,5,4,6,3,1,2,9,0,0,0,2,0,0,0,0,0
Myrthe SCHOOT,Netherlands,Libero,Women,Germany,2022-06-14,Pool,1,4,0,0,0,0,0,0,0,0,0,0,7,0,9,8,6,1,0,0,0
Anne BUIJS,Netherlands,Outside Hitter,Women,Germany,2022-06-14,Pool,1,4,19,18,3,17,1,3,2,0,0,14,12,0,16,6,5,1,0,0,0
Britt BONGAERTS,Netherlands,Setter,Women,Germany,2022-06-14,Pool,1,4,0,0,0,1,0,3,3,0,0,12,0,0,0,4,5,0,27,0,82
